task_precision,task_recall,task_f1,time_exact_accuracy,time_close_accuracy_5m,time_close_accuracy_10m,duration_close_accuracy,start_mae_minutes,overlap_same_robot_count,predicted_tasks,true_tasks,matched_tasks,database_id,robot_id,target_week,num_alternative_schedules
67.5,100.0,80.59701492537313,51.85185185185185,51.85185185185185,51.85185185185185,100.0,75.55555555555556,0.0,40.0,27.0,27.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-07-23 00:00:00+02:00,2
82.85714285714286,85.29411764705883,84.05797101449276,75.86206896551724,75.86206896551724,75.86206896551724,100.0,140.51724137931035,0.0,35.0,34.0,29.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-07-30 00:00:00+02:00,2
86.8421052631579,94.28571428571428,90.41095890410959,42.42424242424242,42.42424242424242,42.42424242424242,100.0,435.6060606060606,0.0,38.0,35.0,33.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-06 00:00:00+02:00,2
100.0,87.87878787878788,93.54838709677419,29.310344827586203,29.310344827586203,31.03448275862069,100.0,304.3103448275862,0.0,58.0,66.0,58.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-13 00:00:00+02:00,2
89.79591836734694,97.77777777777777,93.61702127659575,47.72727272727273,52.27272727272727,52.27272727272727,100.0,509.65909090909093,0.0,49.0,45.0,44.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-20 00:00:00+02:00,2
79.48717948717949,100.0,88.57142857142858,64.51612903225806,64.51612903225806,64.51612903225806,100.0,250.6451612903226,0.0,39.0,31.0,31.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-27 00:00:00+02:00,2
77.77777777777779,100.0,87.50000000000001,53.57142857142857,53.57142857142857,53.57142857142857,100.0,218.03571428571428,0.0,36.0,28.0,28.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-03 00:00:00+02:00,2
92.0,92.0,92.0,41.30434782608695,45.65217391304348,47.82608695652174,100.0,266.95652173913044,0.0,50.0,50.0,46.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-10 00:00:00+02:00,2
100.0,84.84848484848484,91.80327868852459,33.92857142857143,35.714285714285715,35.714285714285715,100.0,168.03571428571428,0.0,56.0,66.0,56.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-17 00:00:00+02:00,2
89.13043478260869,93.18181818181817,91.11111111111111,24.390243902439025,24.390243902439025,24.390243902439025,100.0,415.0,0.0,46.0,44.0,41.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-24 00:00:00+02:00,2
98.24561403508771,86.15384615384616,91.80327868852459,60.71428571428571,64.28571428571429,66.07142857142857,100.0,199.91071428571428,0.0,57.0,65.0,56.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-01 00:00:00+02:00,2
91.78082191780823,78.82352941176471,84.81012658227847,56.71641791044776,56.71641791044776,58.2089552238806,100.0,79.40298507462687,0.0,73.0,85.0,67.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-08 00:00:00+02:00,2
100.0,89.28571428571429,94.33962264150945,34.66666666666667,34.66666666666667,41.333333333333336,100.0,79.66666666666667,1.0,75.0,84.0,75.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-15 00:00:00+02:00,2
98.66666666666667,88.09523809523809,93.0817610062893,44.5945945945946,47.2972972972973,50.0,100.0,144.3918918918919,0.0,75.0,84.0,74.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-22 00:00:00+02:00,2
87.87878787878788,100.0,93.54838709677419,18.96551724137931,18.96551724137931,22.413793103448278,100.0,424.13793103448273,0.0,66.0,58.0,58.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-29 00:00:00+01:00,2
100.0,96.20253164556962,98.06451612903227,36.84210526315789,38.15789473684211,38.15789473684211,100.0,441.9078947368421,0.0,76.0,79.0,76.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-05 00:00:00+01:00,2
91.13924050632912,90.0,90.56603773584906,41.66666666666667,41.66666666666667,43.05555555555556,100.0,441.3888888888889,1.0,79.0,80.0,72.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-12 00:00:00+01:00,2
100.0,92.13483146067416,95.90643274853802,41.46341463414634,41.46341463414634,42.68292682926829,100.0,247.2560975609756,0.0,82.0,89.0,82.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-19 00:00:00+01:00,2
90.41095890410958,100.0,94.96402877697841,34.84848484848485,34.84848484848485,34.84848484848485,100.0,387.04545454545456,2.0,73.0,66.0,66.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-26 00:00:00+01:00,2
91.8918918918919,85.0,88.31168831168831,61.76470588235294,63.23529411764706,66.17647058823529,100.0,99.70588235294117,0.0,74.0,80.0,68.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-03 00:00:00+01:00,2
84.4155844155844,82.27848101265823,83.33333333333334,63.07692307692307,64.61538461538461,67.6923076923077,100.0,45.30769230769231,3.0,77.0,79.0,65.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-10 00:00:00+01:00,2
98.79518072289156,90.10989010989012,94.25287356321839,35.36585365853659,39.02439024390244,39.02439024390244,100.0,252.1341463414634,0.0,83.0,91.0,82.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-17 00:00:00+01:00,2
88.0,94.28571428571428,91.03448275862068,50.0,51.515151515151516,53.03030303030303,100.0,170.22727272727272,0.0,75.0,70.0,66.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-24 00:00:00+01:00,2
84.50704225352112,100.0,91.6030534351145,50.0,50.0,53.333333333333336,100.0,152.75,0.0,71.0,60.0,60.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-31 00:00:00+01:00,2
